,train,test,all
4642,0.998255804179,0.997226889721,0.997410447195
4643,0.999432915554,0.999343325252,0.99936850177
4644,0.998674060829,0.997490449189,0.997826661937
4645,0.997061446346,0.996768292428,0.996863012042
4646,0.99874823357,0.998502849213,0.998538122605
4647,0.999022820265,0.99887740906,0.998976890855
4648,0.99701180831,0.997262283477,0.997072144572
4649,0.99743821005,0.996517543072,0.996871213317
4650,0.997227931805,0.997179723423,0.997053691702
4651,0.99980199438,0.999007602842,0.999183973067
4652,0.997977449357,0.997952140289,0.997918926289
4653,0.997316291023,0.996954614765,0.9966743827
4654,0.999598379202,0.999603659681,0.999620690998
4655,0.997607562688,0.997515712587,0.997467856125
4656,0.997526871492,0.997548259595,0.99755396952
4657,0.999405384835,0.999413700417,0.999354149538
4658,0.997421930776,0.996464285867,0.996547262927
4659,0.998536710594,0.998181662235,0.998240826361
4660,0.997233594307,0.997080572041,0.997119301907
4661,0.997872216393,0.997883059895,0.997822561299
4662,0.996775525371,0.996870392991,0.996990131815
4663,0.996943986312,0.996626523955,0.996711288441
4664,0.997295461459,0.997140429426,0.997033188512
4665,0.998149619889,0.997640082031,0.997705693121
4666,0.998695331802,0.998540001892,0.998105505311
4667,0.996937824524,0.996612721114,0.996852760447
4668,0.997575789631,0.996995952312,0.997174660518
4669,0.997119949537,0.997262684524,0.997102899356
4670,0.998761088947,0.99846923879,0.998480713675
4671,0.999434059827,0.99943796665,0.998819016298
4672,0.997433611808,0.997589575741,0.997517063779
4673,0.997569026635,0.997405258896,0.997597026217
4674,0.998896256684,0.998833664136,0.998722651308
4675,0.997580850522,0.996982213015,0.996801502474
4676,0.997312752601,0.997338586307,0.997211566259
4677,0.999481973877,0.999500525656,0.99946486676
4678,0.998704657782,0.998767545063,0.998708299076
4679,0.997722473307,0.997430731104,0.997529365693
4680,0.998604312137,0.998472864767,0.99858527994
4681,0.997097293827,0.996914430101,0.996957326712
4682,0.998422105589,0.997426119329,0.997722095672
4683,0.5,0.5,0.5
4684,0.997580293109,0.997261910689,0.99742069879
4685,0.999198393184,0.999099537162,0.999007645639
4686,0.997986691538,0.997027554693,0.997295629335
4687,0.997771457191,0.997637092019,0.997578573347
4688,0.998736809612,0.998909972079,0.99829823529
4689,0.997072580645,0.99642979861,0.996696936208
4690,0.5,0.5,0.5
4691,0.998957837554,0.998774577844,0.998921532244
4692,0.998548657613,0.998725890778,0.998431506021
4693,0.998390105206,0.997445673214,0.997656485466
4694,0.998116652411,0.997214993186,0.997373541454
4695,0.997299466874,0.996930391625,0.996719489717
4696,0.996904980287,0.996701249696,0.99692247129
4697,0.997055496407,0.995989832232,0.996561615159
4698,0.998855139216,0.998294288532,0.998398700918
4699,0.997807329293,0.997418251691,0.997543717925
4700,0.997574560205,0.997499530629,0.997410447195
4701,0.99810931164,0.998015656511,0.997574472709
4702,0.5,0.5,0.5
4703,0.997405329885,0.997397069657,0.997500661228
4704,0.998821635437,0.997921497763,0.998218272852
4705,0.997930610266,0.997022554152,0.997373541454
