,train,test,validate,all,train_loss,valid_loss
0,0.0,0.04296875,0.0619047619048,0.0423862431801,9.96211121385,nan
1,0.0179211469534,0.040625,0.0619047619048,0.0427655521816,30.2746520264,nan
2,0.0138888888889,0.04140625,0.0619047619048,0.0432412261727,29.7286415569,nan
3,0.027027027027,0.040625,0.0619047619048,0.0439260326944,20.0811359437,nan
4,0.0355555555556,0.04140625,0.0672619047619,0.0456647031446,28.3622190854,10405.3672817
5,0.0375939849624,0.040625,0.0678571428571,0.0450967648018,34.2500204407,9500.41656808
6,0.0426356589147,0.0375,0.0654761904762,0.0440921085275,24.2315427999,8467.62281858
7,0.0647887323944,0.034375,0.0553571428571,0.0373076031977,38.3529407909,7377.73639017
8,0.0415335463259,0.034375,0.0583333333333,0.0368934387744,30.003902825,6494.59583912
9,0.0263157894737,0.0359375,0.0630952380952,0.0374224210576,20.541037396,5717.71613812
10,0.027950310559,0.03515625,0.0613095238095,0.038058019925,32.0522482586,5063.35339332
11,0.0210526315789,0.0359375,0.0619047619048,0.0385705996568,19.5455872697,4498.52566121
12,0.0,0.03671875,0.0619047619048,0.0391446889564,23.3465248717,3995.73932032
13,0.0172413793103,0.03984375,0.0613095238095,0.0399648165272,25.8057596778,3544.94782806
14,0.0365168539326,0.04375,0.0619047619048,0.040813648563,47.1329436943,3165.24584527
15,0.0673400673401,0.04609375,0.0625,0.0416481283664,56.4573993955,2825.71306243
16,0.0309278350515,0.05078125,0.0625,0.0434626606169,6.61798213762,2520.21663646
17,0.027972027972,0.05234375,0.0630952380952,0.0458328292966,18.3380792009,2238.55340247
18,0.0208333333333,0.053125,0.0636904761905,0.0459476471565,26.2046345605,2014.04936224
19,0.0219435736677,0.05625,0.0636904761905,0.0470896747989,40.1695180642,1803.75965896
20,0.0328947368421,0.0578125,0.0654761904762,0.0487934898273,36.2222879834,1607.30721219
21,0.055737704918,0.06015625,0.0666666666667,0.0507699972731,43.2781827993,1437.95574111
22,0.0380228136882,0.0609375,0.0672619047619,0.0516536847307,29.5246176427,1293.67200277
23,0.0258064516129,0.065625,0.0696428571429,0.0535461291004,26.4705711342,1162.2471123
24,0.0502283105023,0.06875,0.0714285714286,0.0566339094046,27.9027705462,1042.39970471
25,0.0770877944325,0.0734375,0.072619047619,0.0580219753183,51.4459541912,940.173419029
26,0.0684210526316,0.07734375,0.0744047619048,0.0609723842544,16.6016968011,846.20272159
27,0.0670731707317,0.08125,0.0767857142857,0.0644681780251,20.739942064,761.42764519
28,0.0693069306931,0.08203125,0.0767857142857,0.0648946443619,40.5782811676,692.541441017
29,0.0741758241758,0.08515625,0.0767857142857,0.0665061950386,43.5542596159,629.371136842
30,0.0864197530864,0.08984375,0.0821428571429,0.0707462545799,30.509876404,567.405176164
31,0.150313152401,0.08984375,0.0821428571429,0.0711604190032,62.2039978146,514.786851584
32,0.11038961039,0.0953125,0.0869047619048,0.0754435352419,29.6880833602,466.186826037
33,0.0315789473684,0.103125,0.0940476190476,0.0816785550992,21.702291236,421.639526835
34,0.07421875,0.10546875,0.097619047619,0.0837842326374,28.1999831331,384.808702485
35,0.110367892977,0.109375,0.1,0.0861379987657,25.8090704983,351.562006874
36,0.119718309859,0.1109375,0.101785714286,0.0883174877852,29.5967886104,322.058135983
37,0.127272727273,0.1203125,0.102976190476,0.0923443141581,36.7314382172,293.615651313
38,0.0927835051546,0.125,0.104166666667,0.0951429994936,11.1109052219,268.851376852
39,0.0967741935484,0.12890625,0.104761904762,0.0974065515891,35.1021937313,246.677638382
40,0.0138888888889,0.13125,0.105357142857,0.0983271447874,12.4905756624,228.263115756
41,0.0945945945946,0.1328125,0.105952380952,0.0996701036846,20.813354829,211.79210302
42,0.0266666666667,0.1328125,0.105952380952,0.0997418648471,35.4447658607,198.741377594
43,0.0789473684211,0.1375,0.106547619048,0.101486686254,31.4381719133,184.047081874
44,0.112403100775,0.14140625,0.107738095238,0.103506250397,31.8973267606,172.324267506
