,train,test,validate,all,train_loss,valid_loss
0,0.971204188482,0.9703125,0.948214285714,0.961478607997,36.8283088937,305.203911799
1,0.972714870396,0.96875,0.945833333333,0.95986910764,28.7671123597,289.904318599
2,0.96963562753,0.9640625,0.940476190476,0.957177038888,47.7959917702,274.851582757
3,0.942556634304,0.95390625,0.941071428571,0.951563265666,73.0353804738,262.812689257
4,0.95374015748,0.94375,0.933333333333,0.93687888151,51.9168997001,257.4703055
5,0.930367504836,0.9546875,0.951785714286,0.9505053011,41.5497435151,127.016527587
6,0.971272229822,0.9625,0.953571428571,0.956531188426,42.195835002,128.190246927
7,0.952671755725,0.96484375,0.952380952381,0.962854371998,67.7531248123,125.827572599
8,0.989626556017,0.965625,0.954761904762,0.966391172147,21.60484043,112.935055309
9,0.983014861996,0.96640625,0.952976190476,0.966708971581,44.308698273,106.754525577
10,0.977086743044,0.96640625,0.953571428571,0.967814093482,60.1537227995,95.9427092889
11,0.974056603774,0.9671875,0.955357142857,0.968648573286,45.1925006822,87.4412682015
12,0.950679056469,0.9671875,0.955357142857,0.969075039622,64.7128098401,81.1207278374
13,0.975783475783,0.96796875,0.957738095238,0.969733191998,35.3698195801,75.7148874389
14,0.968053491828,0.96875,0.959523809524,0.970317532892,59.6964796886,70.0195932626
15,0.949476278497,0.96796875,0.958928571429,0.97049386032,96.2725223985,64.5529821346
16,0.983084577114,0.96796875,0.960119047619,0.971418554156,43.4825806246,59.1520227864
17,0.976513098464,0.96875,0.960119047619,0.971607183497,53.0181217078,55.1503942975
18,0.975772259237,0.96953125,0.960714285714,0.971824517304,62.3426996651,51.5388597126
19,0.982984293194,0.9703125,0.96130952381,0.972148467694,38.1220400373,48.9295971811
20,0.982264665757,0.9703125,0.96130952381,0.972451914895,37.9748843517,46.5642777829
21,0.980769230769,0.96953125,0.96130952381,0.972550330204,52.1286393273,44.6910512814
22,0.967637540453,0.96953125,0.959523809524,0.97261594041,58.8409050215,42.9008020995
23,0.975393700787,0.96953125,0.959523809524,0.972388355009,56.9930759437,41.8537410947
24,0.964216634429,0.96953125,0.958928571429,0.972513424463,50.2439870394,40.5823953871
25,0.986320109439,0.96953125,0.958928571429,0.97251957542,35.8002916875,39.7249748168
26,0.969465648855,0.96875,0.958333333333,0.972589286263,66.1251197014,38.9048909203
27,0.99377593361,0.96875,0.958928571429,0.972677449977,19.6217131109,38.4477697795
28,0.988322717622,0.96953125,0.958928571429,0.972712305399,41.2429391216,37.9500245463
29,0.978723404255,0.96953125,0.958928571429,0.972730758269,55.9549551003,37.5392711939
30,0.979952830189,0.96796875,0.958928571429,0.972697953167,37.418158372,37.2495619438
31,0.954967834167,0.96875,0.958333333333,0.972630292642,68.6878147479,36.9577528589
32,0.981481481481,0.96953125,0.959523809524,0.972533927652,40.9265147988,36.7910563965
33,0.97176820208,0.96875,0.958333333333,0.972406807879,57.3334307569,36.7547405536
34,0.950708564387,0.96875,0.957142857143,0.972230480451,75.682259217,36.6616143466
35,0.982089552239,0.96875,0.957142857143,0.9721382161,38.3151393313,36.6118494735
36,0.977416440831,0.96875,0.957142857143,0.972109511635,52.8854799693,36.5852400137
37,0.978195033313,0.96875,0.957142857143,0.972244832684,64.1709585719,36.5366581669
38,0.976439790576,0.96875,0.956547619048,0.972164870246,31.1611285129,36.5875128034
39,0.983628922237,0.96875,0.957142857143,0.972207926943,27.3161449987,36.6110069076
40,0.982793522267,0.96875,0.957142857143,0.972460116171,52.0639123883,36.7047577258
41,0.966019417476,0.96875,0.957142857143,0.972745110502,50.7453871251,36.9034939725
42,0.98031496063,0.96875,0.957738095238,0.97290093474,38.0108104987,37.1582201416
43,0.966150870406,0.96875,0.958928571429,0.972948092076,49.9613362569,37.5467500237
44,0.984952120383,0.96875,0.96130952381,0.973108016952,27.6654971021,38.1501147524
45,0.968702290076,0.96875,0.96130952381,0.973108016952,68.4756795291,39.1523931313
46,0.995850622407,0.96875,0.96130952381,0.973335602353,17.4487420106,39.8286589384
47,0.987261146497,0.96875,0.961904761905,0.973251539277,40.5143400566,40.4838786562
48,0.980360065466,0.96875,0.960714285714,0.972570833393,59.3468318585,41.7172780896
49,0.975235849057,0.96953125,0.96130952381,0.972535977971,37.1001447199,42.8191212154
50,0.954253037884,0.9703125,0.960119047619,0.972168970883,73.5395438862,44.1165009471
51,0.980056980057,0.97109375,0.960119047619,0.972166920564,25.7385276139,45.2161845273
52,0.972511144131,0.96953125,0.96130952381,0.971937284845,69.9941244119,46.0332376531
53,0.94393099199,0.96953125,0.960714285714,0.971740454228,76.6710910081,47.2975448312
54,0.981094527363,0.96953125,0.96130952381,0.971340642037,41.0254589355,48.0269072785
55,0.975609756098,0.96953125,0.960119047619,0.971217622901,65.7323905702,49.017173931
56,0.97395517868,0.96953125,0.960714285714,0.971145861739,65.0790453605,50.1672194713
57,0.972513089005,0.96953125,0.960119047619,0.970864968046,27.3227151685,50.9512915489
58,0.979536152797,0.96875,0.960119047619,0.97087521964,32.1145283752,51.9800224822
