,train,test,validate,all,train_loss,valid_loss
0,0.984378280771,0.97421875,0.975,0.980950486848,733.324702151,287.393412085
1,0.984411466819,0.97421875,0.975,0.981059153751,456.720855766,207.203632709
2,0.979350284491,0.975,0.972619047619,0.980234925543,1005.33021519,173.254039746
3,0.982950489229,0.975,0.968452380952,0.977936518025,420.081133762,165.092218619
4,0.977982297767,0.9765625,0.967261904762,0.976103532905,426.387546292,106.191829749
5,0.96221994584,0.9671875,0.955357142857,0.967309715026,1020.50116561,148.70688893
6,0.960777726452,0.96015625,0.948214285714,0.957513291192,390.661353854,134.176168104
7,0.937689902682,0.9296875,0.940476190476,0.930383471149,355.498934319,189.865283987
8,0.893079911153,0.884375,0.919642857143,0.891810821173,953.304334101,233.557897756
9,0.818418510897,0.84140625,0.876785714286,0.837987899018,387.535467405,248.751296999
10,0.821876788938,0.81796875,0.873214285714,0.832343371011,378.878153265,226.653282431
11,0.833321500654,0.79140625,0.8625,0.821199887643,948.360736342,213.111867638
12,0.801369000126,0.7921875,0.864285714286,0.822013864257,368.113552811,194.213776244
13,0.833149852481,0.80859375,0.869047619048,0.840347816103,354.112817612,153.424529461
14,0.953578709291,0.925,0.959523809524,0.951958977219,898.459850992,81.6438068912
15,0.963927266619,0.9453125,0.959523809524,0.962407402471,314.95331479,74.4398303007
16,0.9723898014,0.95703125,0.958928571429,0.966218945357,326.067042001,69.9909301068
17,0.965678468919,0.96640625,0.958333333333,0.968824900713,847.094865065,67.1357168015
18,0.975181623483,0.96640625,0.958928571429,0.96911809632,339.224399494,61.1998010312
19,0.974635607028,0.96640625,0.958928571429,0.969329279169,304.474337071,55.6200152043
20,0.966956398268,0.96640625,0.961904761905,0.970180161524,1044.75215812,53.2389411289
21,0.975979506992,0.96640625,0.959523809524,0.970014085691,325.381775175,50.4676798482
22,0.975428244308,0.9671875,0.958333333333,0.969966928356,302.685062925,47.4287273064
23,0.966358002779,0.9671875,0.958928571429,0.969665531473,842.56115048,45.2702695298
24,0.975601562172,0.9671875,0.958333333333,0.969776248695,307.527785967,43.535158033
25,0.975119996477,0.96796875,0.955357142857,0.969196008439,315.818833315,42.5588350166
26,0.965637899733,0.96796875,0.955357142857,0.96906068739,798.060954038,41.3379345009
27,0.974425733843,0.96796875,0.955357142857,0.968111389727,342.206862825,40.672525303
28,0.974415430006,0.9671875,0.955952380952,0.967771036785,307.891623602,40.1848506694
29,0.964998935059,0.96796875,0.958333333333,0.968628070096,823.684673296,39.2946807966
30,0.974467727712,0.96796875,0.958333333333,0.968400484695,313.898434585,38.5984935091
31,0.974591571624,0.96640625,0.954761904762,0.967617262865,312.426991238,38.5116970615
32,0.96357901356,0.9671875,0.954761904762,0.967666470519,829.660545977,38.089836171
33,0.973795825809,0.9671875,0.953571428571,0.967553702978,318.718013568,37.8102738392
34,0.974723677837,0.9671875,0.954166666667,0.967483992135,284.606385444,37.5581661544
35,0.963132752518,0.9671875,0.954166666667,0.967430683843,771.942278729,37.3588575999
36,0.973249905514,0.9671875,0.955357142857,0.967217450674,307.591236415,37.2145225002
37,0.974723677837,0.96796875,0.954166666667,0.966829940397,305.560738252,37.0784709716
38,0.962148949765,0.965625,0.952976190476,0.966462933309,790.010088194,37.0271161772
39,0.97261999748,0.96640625,0.952380952381,0.966395272785,285.058147817,37.2583847765
40,0.975031925668,0.9671875,0.95119047619,0.966370668958,283.288094895,37.6128382045
41,0.961743257908,0.96640625,0.952380952381,0.966395272785,786.857567207,38.0174399986
42,0.97261999748,0.96640625,0.952976190476,0.966358367044,305.464336888,38.5564935917
43,0.975031925668,0.9671875,0.952976190476,0.966337863855,289.160157537,39.2688581057
