,train,test,validate,all,train_loss,valid_loss
0,0.98403512273,0.98515625,0.977976190476,0.979140055236,102.312119504,199.513128408
1,0.982944219209,0.9859375,0.979761904762,0.980368196273,188.946455391,171.340610073
2,0.978855370736,0.9875,0.980952380952,0.981651695921,151.484609513,143.793032055
3,0.99014679268,0.990625,0.983333333333,0.981928488976,120.748076915,112.26935211
4,0.968435789742,0.97734375,0.961904761905,0.974038861745,202.499073824,102.077260801
5,0.96180119894,0.96875,0.947619047619,0.965064615801,150.90249118,122.509601448
6,0.970512533572,0.9703125,0.972619047619,0.973520131056,286.972674305,94.0306255429
7,0.980443025344,0.96875,0.969047619048,0.97093262857,103.842878153,78.726068584
8,0.974975534741,0.9671875,0.96369047619,0.970393394693,143.330132365,80.5469191175
9,0.967014378348,0.9671875,0.96130952381,0.970415948201,167.20253515,77.0079368245
10,0.984114216771,0.9671875,0.961904761905,0.970204765351,110.324771405,74.0671092439
11,0.956217385771,0.9671875,0.958928571429,0.96994027421,160.035287065,71.4638152675
12,0.969608253172,0.96640625,0.960119047619,0.970155557697,154.2544889,67.2279002423
13,0.96900179051,0.9671875,0.958333333333,0.970061243026,266.745752032,65.3990228261
14,0.980043903412,0.9671875,0.957142857143,0.96986236209,88.9182507584,61.8267388376
15,0.973857122886,0.96796875,0.957738095238,0.969698336576,136.603799338,58.5107506192
16,0.967155342543,0.96796875,0.957142857143,0.969493304684,143.128972778,55.4204082355
17,0.983309873316,0.96796875,0.957738095238,0.969370285548,96.6882805754,52.7565654151
18,0.957362861143,0.9671875,0.958928571429,0.969616323819,203.298686673,49.7601834395
19,0.967935312979,0.9671875,0.958928571429,0.969509707235,154.46136954,47.6456334247
20,0.967714861235,0.9671875,0.958928571429,0.969444097029,280.459536354,46.0405232229
21,0.980443025344,0.9671875,0.959523809524,0.969380537143,95.1059326897,44.2887154756
22,0.97343771844,0.9671875,0.959523809524,0.969452298305,163.938011956,42.6504273028
23,0.966732449958,0.9671875,0.958928571429,0.969329279169,142.822283963,41.5042568974
24,0.983108787452,0.96640625,0.959523809524,0.969216511628,84.8558933224,40.551702262
25,0.956471935853,0.96640625,0.958333333333,0.969241115456,192.202072943,39.7965867253
26,0.967238254566,0.96640625,0.957738095238,0.969130398233,151.626161639,39.2543965838
27,0.967155326768,0.96640625,0.958333333333,0.96909964345,282.873979733,38.719487217
28,0.979644781481,0.96640625,0.957142857143,0.968818749757,117.722785941,38.5097745575
29,0.972598909548,0.965625,0.957142857143,0.968599365631,135.94901187,38.2666914894
30,0.963913166056,0.965625,0.954761904762,0.968451742669,149.668740011,38.1029139792
31,0.983309873316,0.965625,0.953571428571,0.968443541393,109.021147547,37.7895329333
32,0.956853760977,0.965625,0.952976190476,0.968373830549,169.901722928,37.5929736318
33,0.966820019518,0.965625,0.954166666667,0.968304119706,137.743258854,37.4618236785
34,0.966371978514,0.965625,0.954166666667,0.968306170025,243.814924304,37.2696812182
35,0.979644781481,0.965625,0.954761904762,0.96822005663,102.224295702,37.1972784942
36,0.972598909548,0.96484375,0.952976190476,0.968023226013,152.476776144,37.1826800768
37,0.96320834508,0.96484375,0.952976190476,0.96793301198,156.112167613,37.1126078669
38,0.983309873316,0.96484375,0.952380952381,0.967906357834,104.088222454,37.0388065997
39,0.956471935853,0.965625,0.952976190476,0.967879703688,158.669198902,36.9747570641
40,0.966541196152,0.965625,0.952380952381,0.967736181363,139.638385751,36.9966613448
41,0.964749328559,0.965625,0.952380952381,0.967668520838,270.578599909,36.9905831426
42,0.979644781481,0.965625,0.952380952381,0.967518847557,88.2302626493,37.0561428869
43,0.971760100657,0.965625,0.951785714286,0.967289211837,136.747023488,37.1798726296
44,0.962785452495,0.9640625,0.95,0.967063676755,156.57900871,37.3382143509
